Content-Container-Inv	14	17	U.S. Customs and Border Protection officers stopped a drug-smuggling attempt when they seized a suitcase full of marijuana.
Entity-Destination	2	8	Later, the soil sample was sealed in a container and the Martian atmosphere was replaced by inert helium gas.
Content-Container-Inv	3	7	He had a suitcase full of new clothing bought from New York and took a flight to India from Heathrow.
Message-Topic	8	13	That's because local stations are beginning to provide digital channels devoted entirely to weather.
Other	0	7	 Studies described in this article investigated two questions about forgiveness.
Content-Container-Inv	23	25	As with most American families I started bad eating habits at an early age, I still remember the times I was given a bottle with soda in it.
Component-Whole	1	8	The media is the middle part of the artery, made up of a layer of muscle and elastic tissue.
Cause-Effect-Inv	9	11	It's not unlike an archeological dig through an attic, choking from laughter rather than dust, as familiar and forgotten memories are refreshed and taken for a satirical synaptic spin by a master humorist.
Product-Producer-Inv	3	7	The decorated Vietnam veteran posts a weekly tribute to service members killed in Iraq and Afghanistan.
Component-Whole-Inv	5	8	The second biggest problem for dogs and their teeth is that hard chews can break the teeth.
Component-Whole-Inv	1	2	A catamaran tiller having a grip is provided to permit tension to be applied to the tiller more easily.
Instrument-Agency-Inv	0	2	 Dentists use sedation in order to provide an anxiety-free dental experience.
Cause-Effect	8	10	American skiier Lindsey Vonn denied downhill treble as fog caused cancellation in Val d'Isere.
Instrument-Agency-Inv	4	8	Amendment 4 removed the subsection which applies the measure to partner authorities of local authorities.
Message-Topic	11	15	On the eve of the Olympics, the Times Online ran a story looking at disconcerting trends developing in the doping world.
Component-Whole	1	4	The wings of a bat are made of bones like those bones in our arms and hands.
Entity-Origin	5	10	The halogen combines with the tungsten evaporated from the hot filament to form a compound that is attracted back to the filament, thus extending the filament's life.
Entity-Destination	11	17	She formed the dough into a round loaf and placed the dough in a greased nine-inch metal pie pan.
Cause-Effect	0	31	 Lesions involving the medial part of the premotor cortex, the supplementary motor area (SMA) and the rear portion of the medial part of the precentral gyrus caused a contralateral, severe leg-predominant hemiplegia, distally predominant and a less severe proximal weakness of the arm.
Cause-Effect-Inv	1	4	The discomfort from the injury was now precluding him from his occupation which involved prolonged procedures in the standing position.
Entity-Origin	2	11	The overall geometry of the heart was extracted from the intensity data.
Entity-Destination	1	9	Nuclear material of Trypanosoma brucei is imported into the mitochondria.
Instrument-Agency-Inv	1	4	A player manipulates a keyboard, a mouse, or a joystick as a game scene is displayed on a video monitor, or the like.
Instrument-Agency-Inv	11	20	Sitting on wooden benches, in strong, concealed positions, the enemy machine gunners tore the platoon to shreds with their murderous weapons.
Product-Producer-Inv	14	22	Pre-contact native peoples, living in the northeastern part of North America, were the first people who have produced maple syrup and maple sugar.
Content-Container	4	7	We recommend keeping the bird in a container, not letting it loose in your house or car.
Component-Whole	9	14	The thing that most struck him, however, was the rope of the great alarm bell on the roof, which hung down in a corner of the room on the right-hand side of the fireplace.
Entity-Destination	0	6	 Wave crests are blown into the froth.
Component-Whole-Inv	5	9	First, the contents of the proposal included a detailed cost analysis, accurate marketing analysis and a preliminary project execution plan.
Content-Container	5	12	In the Western Province the starch is stored in woven palm leaf bundles.
Message-Topic	1	4	This theory focuses on computational tasks, and considers automated procedures (i.e., computing devices and algorithms) that may solve such tasks.
Component-Whole-Inv	2	4	It's a fish with lungs, and it can survive on land for brief periods.
Cause-Effect-Inv	15	17	This durable short sleeve crew neck tee shirt is made of preshrunk cotton to minimize shrinkage after washing.
Content-Container	1	6	The bag was stored in a sack.
Message-Topic	3	8	They include sending e-mails to remind customers about abandoned items.
Member-Collection	3	12	In recent years, opinions on classical drive theory have fallen into contending groups.
Message-Topic	1	4	The news that the stock-index futures have been approved stimulated Wednesday's market.
Message-Topic-Inv	8	14	First, a comprehensive literature review was conducted and results were presented in the previous chapter.
Entity-Destination	6	12	As the winter is coming, the virus is rapidly spreading into young children and elderly people.
Entity-Origin	1	7	The pollen is derived from a podocarp/broadleaved forest, which probably. covered both the alluvial flats and sides of the valley.
Component-Whole	10	11	He atached a handle to the upper part of a cable machine.
Entity-Destination	7	10	The Police has beaten him up, poured water into his ears and nose, and stuffed a shoe in his mouth.
Other	11	14	There are four locations of this restaurant, owned by the Buckley company of Dublin butchers.
Entity-Origin	1	7	The blood originates from an abnormal blood vessel that leaks or ruptures.
Entity-Destination	4	7	He has added his cousin into his portfolio.
Component-Whole	2	7	A gasoline engine powers a hydraulic drive train that provides torque at all six wheels.
Content-Container	13	20	The body is already removed for an autopsy and placed in a lead coffin, which is put inside a wooden case.
Entity-Destination	1	4	Two deers ran into cars.
Entity-Origin	8	12	Paradise Coffee is one producer that offers several coffees produced by different species of beans.
Component-Whole	0	5	 Comments are parts of the source code disregarded by the compiler.
Entity-Origin	3	8	The standard soccer ball is made of synthetic leather, usually polyurethane or polyvinyl chloride, stitched around an inflated rubber or rubber-like bladder.
Cause-Effect-Inv	1	4	Gross revenues from the selling of crude oil in 2003 reached US$11.508 billion or some 112.85 percent of the amount targeted in the 2003 state budget.
Member-Collection-Inv	2	5	A small charm of seven goldfinches bounced in front of the bus.
Instrument-Agency	1	4	The stethoscope gives the doctor clues as to the presence or absence of pathology.
Component-Whole-Inv	4	11	Miss Clockheart wears a silver heart around her neck with a clock inside.
Product-Producer	4	8	Furthermore, the production of cigarettes by the major producer has continued.
Entity-Destination	5	8	The company rescheduled the new construction to early next year.
Entity-Origin	4	11	On the other hand, gin is distilled from a neutral grain spirit, which is then infused with juniper and a host of other botanicals.
Content-Container	4	8	In my case the disk was inside a jewel case which was itself inside the mailing box.
Product-Producer-Inv	3	8	The fuel processor system of the invention generates hydrogen from a hydrocarbon compound or from mixtures of hydrocarbon compounds.
Member-Collection-Inv	5	7	The other group name, a rabble of butterflies, is a bit more obscure.
Other	2	8	After massive companies were bailed out of the recession earlier this year, an advantage to cardholders started to be there.
Product-Producer	1	2	A coffin maker has increased productivity by 20% since securing a 180000 pounds finance package from business angels.
Entity-Destination	2	5	Everton sent hammers into the drop zone.
Component-Whole	7	10	The chicken in a bag on the floor of the bus doesn't seem to appreciate the driver's hard breaking.
Instrument-Agency	5	7	This orange marigold was the flower that people used to remember their dead by.
Component-Whole	11	14	Some nails are more difficult to remove than others from the shank of the shoe.
Other	3	13	The second primer set was derived from a specific variant surface glycoprotein(VSG) expression site where the SRA gene is expressed(R-ES).
Product-Producer-Inv	4	10	Then after that the angels chopped him into millions of pieces, but still he glittered and hummed.
Product-Producer	2	5	A news release from the gallery, however, told a different story.
Message-Topic	1	7	The appendix gives a summary of financing transactions.
Entity-Origin	1	7	A man who leapt from a brothel window during an immigration raid filmed for reality television later died.
Component-Whole-Inv	3	9	The Global Warming segment starts off with two, cute anecdotes about flowers blooming early and aardvarks moving North.
Member-Collection-Inv	18	21	Just 18 months ago, the New York Times Magazine ran a cover story depicting progressive bloggers as a band of unkempt outsiders.
Other	1	9	The corpse of a murderer was dangling from the noose, twisting in the wind.
Member-Collection-Inv	5	7	The kennels of hounds and mews of hawks were a form of conspicuous consumption that only a noble could afford as so mark his status.
Product-Producer	5	6	I was trained as a vioin maker, over 20 years ago, and have built violins (baroque and classical), violas, cellos, viols da gamba, and viols d'amore.
Content-Container-Inv	21	25	All I had left were two pairs of shorts, one pair of underwear, a pair of slippers, a purse and a suitcase with some important papers in it.
Instrument-Agency-Inv	1	8	The detainee traveled to Afghanistan on a forged passport.
Instrument-Agency-Inv	1	7	The surgeon repairs the cartilage with a suture.
Instrument-Agency-Inv	1	6	Maddie's parents killed her with sleeping pills.
Cause-Effect	1	8	The charge is the source of an electric field, which carries energy-the electrostatic self-energy.
Member-Collection-Inv	2	5	A handpicked regiment of 100 marksmen under General William Maxwell laid an ambush in the surrounding cover.
Content-Container	1	5	His shoes were in a box.
Entity-Destination	1	5	The train started to its destination.
Instrument-Agency-Inv	4	7	A year after the government applied a tourniquet to the banking industry, the bleeding has slowed.
Message-Topic	1	4	The painting shows a burgher portrayed as a benefactor on the steps of his house on the Oude Delft canal.
Other	1	2	Autologous blood clot is useful to occlude and repair perforations in small side branches of the coronary artery without myocardial damage.
Component-Whole	29	32	In one of the scenes when Robert and Francessca are talking in front of his truck, a reflection of one of the movie set lights is seen on the hood of the truck.
Entity-Origin-Inv	7	8	Mekong is a 35 percent (70 proof) rice whisky famous in Thailand as the drink of choice for the blue collar workforce.
Content-Container	2	8	The hard drive was forgotten placed inside a car, which was ignited.
Cause-Effect-Inv	1	3	Chest pain from indigestion feels like an intense burning and is usually accompanied by regurgitation and gas.
Entity-Origin	3	8	The red colobus groups went away from the chimpanzees when they were alone and no potential association partner was around.
Cause-Effect-Inv	20	25	Former Safety-Service Director Rex Katterheinrich estimated the city collecting $2.16 million in 2009, who took into account for the economic slowdown caused by the national recession.
Message-Topic	2	6	The examination paper was based on topics which previously had been treated in prerequisite modules in isolation.
Product-Producer	1	7	With panels designed and sewn by the loved ones of people who have died from AIDS, the entire quilt made its final public appearance on the Washington Mall in the summer of 1996.
Entity-Origin	4	8	The following are verbatim excerpts from a lengthy article.
Message-Topic	6	8	It is a cable television specialty channel showing sports and sport-related shows.
Member-Collection-Inv	13	16	Standing squarely in the way of progressive plans to fortify Marseilles, that magic grove of dodonian oaks, holly oaks and alder just had to go.
Instrument-Agency	28	31	Commodities that sell and bear rents are also products, including the coils that help distill whiskey, the tatters of the beggar, the retorts of the adulterating druggist, the jimmy of the burglar and the brig of the pirate.
Member-Collection	4	7	Chris Caisley remains the head of the team and sources were keen to pinpoint his previous experience as chairman of the Bradford Bulls rugby league club.
Member-Collection-Inv	7	9	Congenital renal disease was detected in a flock of sheep in the English Midlands over 2 successive years (1982 and 1983).
Entity-Origin-Inv	1	7	The site is currently dry farmed for wheat.
Product-Producer	5	7	As must Concerto PH, a piece this modernist composed for the Brussels Fair using amplified burning charcoal as his single sound source.
Content-Container-Inv	7	11	Ten years ago I started bringing a suitcase full of odd props to schools and libraries all over the world.
Component-Whole	4	7	Mr. Adel throws the rope of the rod as far as he can into the water.
Component-Whole	1	4	The crust of the earth is composed of a great variety of igneous, metamorphic, and sedimentary rocks.
Other	4	13	But over time, indigenous students have been moving into more specialised and skill-intensive components within disciplines.
Member-Collection	0	4	 Billionaires make up India's rich list.
Message-Topic	2	8	Overall the guide speaks about creative and dynamic interactions.
Entity-Origin	1	9	The feed was derived from a commercial mink feed kitchen.
Entity-Destination	4	7	She delivered a healthy boy to this family.
Entity-Origin	1	5	The dollar fell from six-week peaks against major European currencies.
Member-Collection-Inv	8	11	The human psyche is seen to be a confederation of various aspects (e.g., cognition, affection, conation).
Product-Producer-Inv	1	7	My husband actually made me a teddy bear when we got married.
Message-Topic-Inv	1	6	Their marriage became the topic of conversation in all circles of society.
Member-Collection-Inv	25	27	Shigang Chen and Liman Wei, both of Santa Clara, Calif., and Partha Bhattacharya of Cupertino, Calif., have developed a method for removing redundancies from a list of data structures.
Entity-Origin	1	7	The evidence comes from Nasa's Mars reconnaissance orbiter which spied a series of depressions linked by what look like drainage channels.
Other	1	6	The process is assisted by benign intervention or neglect.
Member-Collection-Inv	21	24	It is fearful to meet in a narrow defile, or where the road winds around the edge of a precipice, a drove of reckless donkeys and mules descending the mountain, urged on by the cries and lashes of the muleteers behind.
Other	20	23	Becker & Castillo (1990) compared the root systems of three species of shrub or treelet with saplings of three tree species in the forest on Barro Colorado.
Entity-Origin	1	8	The data are derived primarily from a three-nation survey conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994.
Cause-Effect-Inv	2	10	The clock signal was generated from an external cavity semiconductor laser.
Cause-Effect	1	5	The transmitter generates the electromagnetic wave, some of which will be incident on the receiver.
Other	5	9	This article is about pre-existing conditions with respect to health insurance.
Entity-Destination	1	8	The concerns over security has moved into the boardrooms.
Other	1	4	The president of the bank has told us that most of the State banks exist by its forbearance.
Instrument-Agency-Inv	7	14	I watched with utter amazement as the upholsterer attached the pieces with a hook-and-eye gizmo.
Message-Topic	5	16	Teacher Man is a 2005 memoir written by Frank McCourt which describes and reflects on his teaching experiences in New York high schools and colleges.
Content-Container	0	10	 Mobile lost in the ocean was found in a cod belly.
Member-Collection	1	7	This sculpture is part of a shoes series I'm currently working on where I revisit some of my favorite classic sneakers silhouettes.
Cause-Effect-Inv	3	9	The reference clock signal originates from an internal clock source.
Component-Whole	4	11	As a noun, a tag is a basic element of the languages used to create web pages ( HTML) and similar languages such as XML.
Entity-Origin	1	5	The excitement comes from Frakes's direction -- his liveliness, and his pleasure in looking at, and showing us, events and images.
Entity-Origin	1	7	The bytecodes compiled from a nonoptimized control structure are illustrated by the following hypothetical method in Collection.
Entity-Destination	3	9	The white plastic cup was put inside a large cup and 100 Formosan subterranean termites were released inside the large cup.
Other	1	9	Each student is a participant in a web conferencing session.
Component-Whole-Inv	3	12	In particular, the system convinced the jury with its advanced speech recognition module and a successful dialog.
Instrument-Agency-Inv	1	7	The government took advantage of Independent TV's debts to the main gas company, Gazprom, to engineer a takeover by government-friendly forces.
Product-Producer	1	5	The saplings put up new sprouts by the end of the monsoon.
Member-Collection-Inv	1	3	A skulk of thieves gathered for their monthly summit.
Product-Producer	6	7	Production of raw steel by the steel mill also dropped by 63104 tons and the same was the case in other products excluding coke.
Product-Producer-Inv	5	6	Ensuring a stable supply of farm produce is good news to most Chinese people who spend much of their money on food.
Content-Container	9	12	Each feeding unit contains sensor for measure of remaining feed in a scuttle.
Entity-Origin-Inv	2	11	The dark heartwood is the source of the brilliant red dye hematoxylin.
Content-Container-Inv	1	8	A basket such as you mention holds four ears of corn.
Product-Producer-Inv	2	6	The record holder folded his 10cm aircraft by hand from a single sheet of paper and did not use scissors or glue.
Entity-Destination	3	6	We sent the string to the webserver.
Entity-Origin	2	8	The Lebedev-Milin conjecture was distilled from the original manuscript.
Cause-Effect	1	4	Nasal dryness causes nosebleeds, coughing, wheezing, and other short-term respiratory problems.
Member-Collection-Inv	7	9	As per traditional Indian thinking, seeing a brood of chickens along with a hen is a bad omen.
Message-Topic	2	5	The Discworld novels contain common themes and motifs that run through the series.
Component-Whole	5	8	The red bead on the crank of the toy detaches, posing a choking hazard to young children.
Cause-Effect-Inv	0	7	 Oscillation of the lever caused by the swinging of the pendulum.
Component-Whole	4	7	He clicked the left key of the mouse in order to copy the chosen translation to the clipboard.
Member-Collection	3	5	Campbell, from the congressman's own party, stepped into the fray, introducing a special bill that made an exception to the general rule in the particular case of the student, Jesus Apodaca.
Product-Producer-Inv	1	4	The bank issued a statement at around 2am in the UK confirming that it would buy Lehman's North American investment banking and capital markets business.
Product-Producer-Inv	1	9	These brothers were the first to invent a working airplane.
Member-Collection-Inv	4	6	So there's a great bike of ants outside, and in dealing with such I've managed to bring some inside with me.
Message-Topic	1	7	The document makes reference to three similar incidents.
Instrument-Agency-Inv	1	10	A man in a boat pushes the shore with a pole and his boat gets clear of the shore.
Other	6	8	So, while naked, he stole a car with children inside, dropped one out of the window, and drove it through a fence.
Entity-Origin	1	6	The train arrives from a distant point and bears down on the viewer, finally crossing the lower edge of the screen.
Other	1	4	A month of snowy sundays in January had an adverse impact on Prospect's finances.
Cause-Effect	0	7	 Electrolysis of the resulting mixture caused the reduction of the aluminum ions in the Al2O3.
Product-Producer	11	15	The remainder was reconstructed by Deryck Cooke in 1964 from extensive sketches left by the composer.
Component-Whole-Inv	1	5	The fortress had the only gate from the southwest.
Other	3	4	We sold a diamond ring on consignment through a jeweller who also dealt in second hand jewellery.
Product-Producer-Inv	9	10	The campaign's leaders were right to accept the arms manufacturer's pledge.
Entity-Origin	0	5	 Food comes from the grocery store, packaged, sanitized, frozen or chilled.
Cause-Effect-Inv	7	9	The risks to housing and general corporate profits from inflation were quite clear and the defensive strategy over the long term has paid dividends.
Message-Topic	1	5	The show centered around a beach theme.
Member-Collection-Inv	1	5	Our club consists of fun-loving residents, both retired and working from a wide range of businesses.
Entity-Origin	1	8	The chart above is from the commission's 2005 report and outlines the strategic areas which require action.
Member-Collection-Inv	2	4	Thankfully the plump of wildfowls brought about the destrcution of the wild cats and that ended the whole fiasco.
Other	7	12	The centre and right images show progressive shrinkage after two and four years.
Member-Collection-Inv	8	9	Louise is a director, audit chair and finance committee member of a public health board, and was a director of AFAANZ for 3 years.
Entity-Origin	5	12	He also hinted that the team is going away from the running game far too soon.
Entity-Origin-Inv	2	5	The burning fuel produces exhaust gases, which, when forced out the nozzle, produce thrust, moving the rocket in the other direction.
Component-Whole	2	7	"The qualitative chapters appear earlier in the book and focus on the issue of political legitimacy. re the ""core"" of this fundamental handbook on heterogeneous catalysis."
Other	10	19	It was drizzling lightly in late October when the midnight shift started at the Owls Head Water pollution control plant.
Component-Whole-Inv	21	22	The mass on the whisk side of the broom is closer to the center of mass than the end of the broom stick.
Cause-Effect-Inv	6	10	The second biggest factor affecting the sound produced by a drum is the tension at which the drum head is held against the shell of the drum.
Entity-Destination	5	8	International committees have bestowed industry awards to outstanding companies.
Message-Topic	3	8	The concluding panel discussion pointed out a high need and interest on sharing a set of well defined same scenarios and use cases transparently described as well as modules and simulators.
Component-Whole	4	7	Usually only the bottom lid of one eye is involved, but the top eyelid also can twitch.
Member-Collection	11	15	Butlers (sometimes known as a household managers) are respected as the head of the household staff.
Entity-Origin	5	12	When we arrived, a large basket of goodies was delivered from the village manager and our neighbours presented my wife with a rose to welcome us.
Other	2	7	Brittany Murphy's bedroom was filled with prescription drugs.
Other	1	6	The carbohydrase is produced by a process which completely removes the organism Rhizopus oryzae from the carbohydrase product.
Instrument-Agency-Inv	3	6	When the taxi driver stopped his car and got out, the two people ran up the street toward downtown Potsdam.
Cause-Effect	7	10	"In the same way that diet and stress effect facial acne they also effect body acne therefore the basic ""clear skin rules"" of cutting out greasy, fatty foods, and sugary foods as well as trying to reduce everyday stress apply to body acne as well."
Cause-Effect	1	4	The hinge caused a crack on the left side of my kindle, and Amazon has been horrible about helping with this issue.
Message-Topic	2	6	This error message indicates that an error has occurred.
Cause-Effect	2	11	A spaghetti pie served at a church dinner had caused the poisoning of one hundred people.
Cause-Effect-Inv	9	11	A lamp's lumen output expresses the total amount of light the lamp emits in all directions per unit time.
Entity-Origin	4	8	They were sailing the ship away from the harbour laughing and cheering.
Member-Collection-Inv	9	12	The Parthenon frieze shows racing chariots ahead of the cavalcade of mounted horsemen.
Message-Topic-Inv	0	2	 Natural history programmes began as live outside broadcasts on BBC television in the early 1950s.
Cause-Effect-Inv	1	8	The accolade was decided upon after an intense discussion between about 200 members.
Component-Whole	1	4	The hull of the boat is carved from a single piece of wood.
Content-Container-Inv	1	4	The fruit basket contained apples, oranges and bananas.
Other	1	6	The artist who originally made the song popular is listed for reference only.
Other	12	14	The boy learned how to protect the socket for making a picture light switch cover in this free home decorating video.
Cause-Effect-Inv	1	8	The violence has been caused by the Hutu militia who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo.
Entity-Origin	8	11	There are also dark American-inspired murals copying urban scenes from gangster movies and picturing gangsta rap heroes.
Product-Producer-Inv	1	4	The painter's strange, anguished figures have enthralled artists and bewildered viewers for centuries.
Member-Collection-Inv	9	11	We sit up for almost an hour before a sounder of boar enter the arena.
Cause-Effect	1	4	This meeting establishes the laws which govern the church and the priorities for the coming year.
Entity-Destination	3	6	Finally, we injected syscalls into the virtual machine.
Entity-Destination	4	7	This technique efficiently inserted genes into hematopoietic stem cells.
Other	2	7	This sweet dress is made with a blend of cotton and silk, and the crochet flower necklace is the perfect accessory.
Cause-Effect-Inv	1	5	The fire is caused by overheating of connections, which is cause by its turn by poor ohmic contact.
Other	3	6	Craig expressed his frustration after Monday's meeting.
Entity-Origin	11	14	The firing of transition T_continuous_call represents the arrival of a handoff call from neighbour cells.
Entity-Origin	2	6	When the king had left the apartment, she withdrew her hand.
Entity-Destination	0	5	 Malls are spreading into smaller towns with few precedents to guide them.
Cause-Effect-Inv	16	24	Convulsions that occur after DTaP are usually not caused directly by the vaccine, but by a fever, which in turn was triggered by the vaccine.
Instrument-Agency-Inv	15	19	The Harper brothers were blindfolded, and swung most of their punches into the air as seconds punched them with gloves attached to long poles.
Instrument-Agency-Inv	1	6	The hookah filters the smoke through water, making the end result much less harsh and allowing the flavor of the smoke to really come through.
Other	1	5	The firm assembled a project team consisting of the authors of this paper to develop its OnStar telematics business.
Component-Whole	1	4	"The timer of the device automatically eliminates wasted ""standby power"" consumption by automatically turn off electronics plugged into the ""auto off"" outlets."
Other	4	10	Once again, the infamous politician has landed into a nepotism controversy.
Instrument-Agency	1	10	The ladder is designed for the specific needs of the electrician.
Other	13	16	It is an eye which never blanched at danger, and it is the boast of his soldiers that he never looked unpityingly upon the sufferings of his followers.
Content-Container-Inv	11	14	People look at me as if I'm crazy talking to a bottle full of wine.
Content-Container-Inv	6	10	Ken put a thermometer in a glass filled with hot water.
Product-Producer-Inv	1	5	The student provided a written request, mailed to the Executive Director of the Pacific Division.
Entity-Origin-Inv	7	11	There have been various stories about the origin of the Chinese script, with nearly all ancient writers attributing it to a man named Cangjie.
Member-Collection-Inv	3	8	Hizb-e Wahdat, a confederacy of various Hazara mujahideen factions, was supported by Iran during the anti-Soviet resistance in the 1980s.
Content-Container-Inv	2	6	Anne Grey's mind was filled with questions.
Cause-Effect-Inv	1	5	The neutrons were produced by bombarding a tritium target with deuterium.
Entity-Origin	1	7	Our dinner was delivered from the local village.
Message-Topic	1	6	The description reveals that mass psychology swings from pessimism to optimism and back in a natural sequence.
Cause-Effect	1	6	The demolition was the cause of terror and communal divide is just a way of not letting truth prevail.
Entity-Origin	3	6	You catched the train from the terminal, direct non-stop to Rome Termini Station.
Member-Collection-Inv	6	8	In these woods they had an aerie of sparrow-hawks and merlins, and the right to bees, honey and millstones and turf, bracken and heather for themselves and their tenants.
Message-Topic-Inv	1	7	Various configurations have been illustrated in the drawings.
Product-Producer	9	13	The photomask is usually prepared with a photoplotter from data produced by a technician using CAM, or computer-aided manufacturing software.
