Cause-Effect-Inv	7	11	Symptoms vary according to the degree of inflammation caused by the bacteria, ranging from slightly loose stools to bloody diarrhea, abdominal pain, and fever.
Component-Whole-Inv	1	5	The debate starts with Smalley's questions about Drexler's proposal.
Cause-Effect-Inv	1	12	The light that is currently reaching the Earth was generated in the sun approximately 100000 years ago.
Component-Whole	23	26	A Chinese food container set on top of something sticky was lifted up and tore, leaving a shred of cardboard glued to the shelf of the refrigerator.
Cause-Effect-Inv	14	17	A city nightclub has had an ambitious expansion plan blocked over concerns about unruly behaviour from drunken revellers.
Other	12	13	During his travel to Russia you managed to buy vodka in a plastic bag.
Entity-Origin-Inv	0	1	 Grapefruit juice causes more of these drugs to enter the blood.
Component-Whole-Inv	15	16	Nearly two-thirds of all burglaries involve forced entry, and they succeed partly because of flimsy door locks and mounting hardware.
Other	1	5	The users are running into problems with the installer.
Other	6	14	It is exciting to see the windsurfers conquer the water body with their impressive control and skills.
Cause-Effect-Inv	8	10	In a person who already has some neck tension from stress, such an event can lead to a long-term increase of neck tension.
Content-Container	1	7	The box was inside a plain brown paper bag with a heart drawn on the side.
Product-Producer	17	22	Everyone, including the chef, is a 'soldier first' and 'tradesman second', and troops find themselves eating a meal cooked by the same chef who supported them out on patrol or fired mortars in the same mission.
Entity-Destination	10	13	The inhabitants send messages to each other by placing the message in a capsule and placing the capsule in a message tube.
Entity-Origin	1	5	Reagent-grade acetonitrile is distilled from phosphorus pentoxide immediately before use.
Instrument-Agency-Inv	1	5	Incandescent bulbs work by using electricity to heat a tungsten filament in the bulb until it glows.
Message-Topic	1	4	The film details plastic's path over the last 100 years and provides a wealth of expert interviews on practical and cutting edge solutions to recycling.
Cause-Effect	2	9	The chemical reaction in the water caused a bubbling affect on the surface.
Other	4	7	It is a literary style which portrays crime and violence in an unsentimental way.
Component-Whole-Inv	4	7	Beyond its guardtowers, the castle had two gatehouses, a barbican and a tall tower in the castle's inner ward.
Other	1	4	A maze of interlocking jurisdictions and levels of government confronts average citizens in trying to solve even the simplest of problems.
Entity-Origin-Inv	9	13	It is set in a future in which the oceans are farmed for food.
Content-Container-Inv	6	10	The next shot shows only a suitcase with neatly folder clothes in it on the bed.
Product-Producer	20	23	These breakdown products are not only losses of sucrose but also have knock-on effects reducing the final output of processed sugar from the factory.
Entity-Destination	1	7	Rare crabs have arrived into the historical archives.
Cause-Effect-Inv	1	6	Pneumococcal meningitis is caused by pneumococcus bacteria, which also cause several diseases of the respiratory system, including pneumonia.
Entity-Destination	2	6	The donated money flows into the quake recovery projects.
Entity-Origin	2	6	The following advice is distilled from builders and first-hand experience.
Member-Collection-Inv	14	16	It was a stinker of a day and we were accompanied by a bothersome business of flies.
Entity-Destination	2	6	Some animal viruses have migrated into humans.
Content-Container	7	11	This is usually accomplished by placing the ball in a wire basket or container that substantially conforms to the shape of the ball.
Content-Container-Inv	1	4	The crypt contained the tomb of St Paul but the altar had hidden it.
Product-Producer	4	5	It is currently a cabinet maker's workshop.
Member-Collection-Inv	15	19	An attorney of law and his two sons who are public prosecutors, accompanied by a mob of about 50 thugs attacked an historical Roman Orthodox church in Rasheed, Egypt.
Instrument-Agency-Inv	9	16	One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula.
Other	2	6	This latest adventure from the animation wizards at Pixar is beautiful, masterly, inspired - and delivers a powerful ecological message.
Entity-Origin-Inv	5	6	Two years ago I made cranberry sauce to die for.
Entity-Origin	2	9	Captured, the corporal escaped by jumping from a POW train headed towards Germany.
Content-Container	1	5	The painting was in a trunk next to the bed.
Entity-Destination	2	4	China sent seeds into space.
Product-Producer	17	18	Buyers of new stoves are sometimes encouraged to buy the optional fan that is offered by the stove's manufacturer.
Other	13	14	I hear it, too, in the lovely expansiveness of his work as a chamber musician.
Cause-Effect	0	8	 Trauma to the face and nasal area causes nosebleeds, such as getting punched or violently slapped.
Component-Whole-Inv	1	5	The treatment includes an aromatherapy mask and moisturizer.
Entity-Destination	7	10	The rest of the world has stuffed communism into the dustbin of history.
Component-Whole	5	9	The three types of bone cells in the nasal turbinates had characteristic ultrastructural features.
Other	2	6	The Lisbon treaty has come into force.
Content-Container	3	12	The entire running gear of the engine was enclosed in a copper case.
Member-Collection-Inv	5	8	It has the fourth highest population of slum dwellers among major cities in India.
Product-Producer	23	26	Many publishing houses delayed some of their hottest books to the first of the New Year to remove them from a scrum of titles from big-name authors that were released last fall.
Other	2	3	Waves and coastal erosion is a good general discussion of these subjects.
Instrument-Agency	1	4	The gavel helps the judge establish his or her rule over the court room.
Message-Topic-Inv	0	7	 Myth-making is a major theme of the exhibition as witnessed in the massive seven-piece sculpture.
Member-Collection-Inv	5	8	Two reapers and an entire regiment of repeater crossbowmen had trained their weapons on Seth Garrick from their elevated positions.
Other	3	8	In 1965, a farmer dug up the lower jawbone of a mammoth while in the process of expanding his cellar.
Member-Collection-Inv	16	18	Many people gamble away their rent and grocery money just to take a chance on a leash of greyhounds chasing a mechanical rabbit.
Other	8	10	I had three of the eights against a flush of clubs.
Member-Collection-Inv	6	9	Within it I found a large quantity of small smelts, besides prawns, shrimps, and a few small crabs.
Component-Whole-Inv	1	11	The turtle was slowly pushing the jellyfish in front of his mouth (in the manner of a water-polo player controlling a ball), keeping his prey steady with his flippers.
Cause-Effect-Inv	1	7	The electricity is produced by 440 nuclear reactors in 31 countries.
Content-Container	1	5	The journal was inside a box of items given to him and his wife by his stepfather, after his mother's passing, which they never sorted through but kept stored in a garage.
Instrument-Agency-Inv	1	5	The senator also wielded enormous influence in the dispensing of Rhode Island's share of expanding federal budgets of the 1950s and 1960s.
Content-Container	7	11	The results were obtained after measuring the cell mass in a flask.
Component-Whole	5	7	This was demonstrated for a servomotor driven-robot arm using a computer simulation.
Entity-Origin	3	9	After 1890 the house was moved from its original location to the complex of outbuildings next to the present Ross home.
Message-Topic-Inv	0	7	 Time travel is a common theme in science fiction.
Product-Producer	2	10	The strange query was coming from a 28-year-old African-American Starbucks manager named Crystal Thompson.
Entity-Origin	16	19	He described the meeting with her as an exception, since he normally has meetings directly with engineers from the regions.
Product-Producer-Inv	1	4	The judge put two questions to the jury.
Other	1	8	The editor cum scientist approached the pod with reverence, and a remote control device.
Product-Producer-Inv	1	6	The software uses the wrong comment marks for PHP files.
Other	6	11	In the Fifties, they developed a technique for treating blood with ozone called 'major autohemotherapy'.
Entity-Destination	6	13	Recently, a huge amount of commercial fish and shellfish have migrated to cooler water.
Entity-Destination	9	13	However, the 5-year survival rate falls steadily as the cancer spreads into other areas.
Entity-Origin	2	6	The real danger comes from fossil fuel firms that, like big tobacco corporations decades ago, know full well the lethal potential of their products.
Cause-Effect-Inv	1	6	The singing comes from the substantial figure of Mole - Paul Smith in the normal world - who crams into his days a full-time job.
Content-Container	1	5	The sugar was in a cabinet above the sink.
Entity-Destination	20	25	Shri Pandit Krishnapal Sharma made approximately 1 tola of gold from 1 tola of mercury in front of us; the mercury was put inside a shell of reetha.
Instrument-Agency-Inv	3	9	A qualified medical professional uses a variety of diagnostic tests.
Entity-Destination	2	8	The new product has been released into the online shopping malls.
Message-Topic	2	10	The first point of his statement has relation to the house.
Other	1	13	The achievements of Michael Phelps in the pool proved to be a major talking point for the riders.
Other	8	11	Pear and Ginger Marmalade was made from a glut of corella pears.
Product-Producer-Inv	5	9	An elite U.S. Army study center has devised a plan for enforcing a major Israeli-Palestinian peace accord that requires about 20000 well-armed troops.
Other	5	10	A cutting tool of the sort used for deep hole drilling has a cutting head mounted on a shank.
Content-Container	3	6	Scientists store the bones in a freezer, helping to preserve the remaining DNA that has been exposed to soil for three decades.
Entity-Destination	4	9	Smith passed on his advice to the Naples High baseball team.
Instrument-Agency-Inv	1	5	The author carefully chose the composition so that the desired molecular machines and the relationship between them are clearly revealed.
Cause-Effect-Inv	0	8	 Swelling of the resin is caused by the expansion of the structure as a result of water (or other liquid) molecules penetrating the matrix.
Member-Collection-Inv	12	15	Aldergrove airport in Belfast was once renowned for the sight of a warren of 80 hares feeding between the runways.
Cause-Effect-Inv	1	9	The deterioration has been caused by an apparently endless recession.
Component-Whole-Inv	5	7	This is the most stable configuration of electrons - adding or subtracting an electron requires too much energy and so it does not really happen in nature.
Component-Whole-Inv	1	2	The factory's workshop functioned inside an extension which was bigger than the actual residence.
Cause-Effect-Inv	1	7	The reaction starts at a rather low temperature ( + 5C), and the calorimeter is run from 40 to 130C.
Entity-Origin	7	17	From the fires of inner Earth, a mountain was formed that grew from the depths of the ocean.
Other	3	9	New portable electronic devices are running into temperature sensitivity issues.
Other	9	16	It really underscores everything in the pro-life movement, that abortion is part of a very sad story for women.
Entity-Origin	11	17	Twice when I was putting on the fully loaded Atlas, the knobs popped out of the frame slots.
Product-Producer	5	11	Prairie Dog is a free newspaper produced by a Saskatchewan worker co-operative.
Other	1	6	Original sculptures were carved with a chainsaw.
Other	1	4	The lawnmower cuts a swath of grass as it moves across the lawn.
Message-Topic	2	12	This short tract, among other things, contains a description of the psychosomatic method.
Other	19	21	With an innate desire to know and to do, mankind has progressed past placing a dead fish in every hill of corn, beans and squash.
Other	1	5	The building was surrounded by police who arrested three people as they tried to gain access.
Message-Topic	4	7	The exhibition comprises original drawings featuring famous landmarks between Plymouth and London.
